nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
182,3884,611,340,240,452,286,985,881,128,1350,1468,128,980,690,548,0,0,0,0,0,0,3960,3046,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5867,105,140,300,226,548,845,581,308,0,0,0,0,0,0,0,0,0,0,0,0,1590,452,1,1
183,5391,1405,357,90,1095,476,1700,1278,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,225,1,14531,1655,796,90,904,485,1250,830,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,3,1,10615,1577,781,90,868,128,1565,1273,700,0,0,0,0,0,0,0,0,0,0,0,0,4505,26109,1,2147,1328,736,90,634,700,695,229,561,0,0,0,0,0,0,0,0,0,0,0,0,3780,1956,1,3
184,9656,1228,609,780,1389,349,1162,840,144,0,0,0,0,0,0,0,0,0,0,0,0,473,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7095,1512,1,300,1767,144,730,733,721,0,0,0,0,0,0,0,0,0,0,0,0,5760,4433,1,1
185,3220,5845,5785,300,323,690,750,650,555,0,0,0,0,0,0,0,0,0,0,0,0,1560,1810,1,9783,1060,76,240,1184,815,705,680,555,0,0,0,0,0,0,0,0,0,0,0,0,5760,3861,1,7044,1535,1535,300,269,371,750,625,555,0,0,0,0,0,0,0,0,0,0,0,0,1560,4821,1,544,1475,1284,300,463,555,2140,840,356,0,0,0,0,0,0,0,0,0,0,0,0,2645,1328,1,3
186,5655,2947,1635,240,1501,411,850,711,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,492,1,6262,2922,1977,90,976,700,1630,1292,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10700,8573,1883,90,6725,128,1140,675,441,0,0,0,0,0,0,0,0,0,0,0,0,3780,322,1,2
187,9741,490,307,180,303,485,155,127,610,0,0,0,0,0,0,0,0,0,0,0,0,2880,9,1,4969,432,246,240,358,476,975,971,815,615,640,815,255,228,610,0,0,0,0,0,0,5160,1331,2,7822,45,62,150,184,281,100,95,610,0,0,0,0,0,0,0,0,0,0,0,0,2880,15,1,6912,175,263,150,705,610,230,282,485,0,0,0,0,0,0,0,0,0,0,0,0,2881,99,1,3
188,6333,1092,93,300,1253,413,1000,951,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,782,1,5648,2915,2798,240,300,411,850,675,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,234,1,11231,797,104,150,789,238,495,248,128,0,0,0,0,0,0,0,0,0,0,0,0,3900,617,1,12062,7478,6989,240,691,128,875,572,144,0,0,0,0,0,0,0,0,0,0,0,0,3960,51,1,3
189,1383,37991,37030,90,989,815,1220,1041,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,107,1,1578,1103,72,90,1061,815,1210,1021,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,636,1,2402,319,149,90,197,431,1780,1544,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,12,1,11778,2038,1769,360,571,700,947,354,299,0,0,0,0,0,0,0,0,0,0,0,0,948,1370,1,3
190,4598,442,370,150,163,610,145,147,128,1140,1163,128,660,782,671,0,0,0,0,0,0,4230,1065,2,7677,127,58,330,360,349,942,1004,671,0,0,0,0,0,0,0,0,0,0,0,0,348,298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4438,4739,4583,90,202,671,800,472,700,70,395,700,625,204,174,0,0,0,0,0,0,3780,6523,2,2
191,12642,1661,1069,240,769,815,845,735,371,0,0,0,0,0,0,0,0,0,0,0,0,5220,1958,1,724,460,395,300,330,555,740,632,371,0,0,0,0,0,0,0,0,0,0,0,0,1560,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14585,1635,1600,300,298,371,855,788,308,720,764,308,780,616,411,0,0,0,0,0,0,4020,134,2,2
192,10241,1394,1319,240,247,798,745,529,815,335,477,815,300,162,236,0,0,0,0,0,0,5100,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10111,608,363,120,240,236,90,159,815,590,593,815,295,167,485,0,0,0,0,0,0,5160,246,2,1
193,8671,1585,233,300,1616,555,805,667,371,0,0,0,0,0,0,0,0,0,0,0,0,1560,244,1,7899,1610,1532,210,233,663,255,183,815,1390,1467,815,845,706,371,0,0,0,0,0,0,5220,495,2,13659,14669,14620,300,350,555,805,542,371,0,0,0,0,0,0,0,0,0,0,0,0,1560,177,1,1079,4700,4535,240,382,371,995,923,128,290,162,128,1080,915,721,0,0,0,0,0,0,3960,1558,2,3
194,8547,888,282,150,696,485,175,251,256,0,0,0,0,0,0,0,0,0,0,0,0,1520,1811,1,791,1490,1390,300,373,431,835,554,256,0,0,0,0,0,0,0,0,0,0,0,0,2940,1539,1,8457,705,67,150,728,101,130,213,128,530,455,128,105,6,256,0,0,0,0,0,0,4230,2106,2,5862,2129,1857,240,513,256,885,339,423,0,0,0,0,0,0,0,0,0,0,0,0,3720,9064,1,3
195,13540,30,52,300,351,476,1005,886,671,0,0,0,0,0,0,0,0,0,0,0,0,1200,8136,1,8681,4300,4401,300,155,476,1005,888,671,0,0,0,0,0,0,0,0,0,0,0,0,1200,537,1,3397,1414,847,90,621,700,800,327,671,0,0,0,0,0,0,0,0,0,0,0,0,3780,893,1,12913,5447,5290,90,253,671,815,737,700,2475,2488,700,1195,764,426,0,0,0,0,0,0,3780,70,2,3
196,12639,624,777,780,598,349,780,648,187,0,0,0,0,0,0,0,0,0,0,0,0,460,2114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855,3661,3376,155,382,187,1135,966,349,1790,1970,349,2205,1124,293,0,0,0,0,0,0,1740,522,2,1
197,9438,163,175,150,115,614,455,180,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,831,163,240,865,815,255,240,610,0,0,0,0,0,0,0,0,0,0,0,0,5160,75,1,1
198,13343,3485,3155,240,530,441,970,871,128,1910,2017,128,1260,1072,571,0,0,0,0,0,0,3960,3071,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,779,181,150,704,571,125,226,128,345,245,128,120,191,361,0,0,0,0,0,0,4230,961,2,1
199,14337,691,507,90,264,700,1935,1424,431,0,0,0,0,0,0,0,0,0,0,0,0,3780,2738,1,3218,1630,1649,300,232,690,750,637,555,155,267,555,415,341,431,0,0,0,0,0,0,1140,10199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8265,347,122,90,305,431,1780,1416,700,385,696,700,1080,721,113,0,0,0,0,0,0,3780,894,2,2
